tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,reply_to_id,is_retweet,is_quote,urls,hashtags,mentions,media,text_cleaned,text_length,word_count,urls_count,hashtags_count,mentions_count,media_count,date,hour,day_of_week,total_engagement,neg_score,neu_score,pos_score,compound_score,sentiment,sentiment_strength
1687195744284069889,"Tix for round 1 of our North American shows on sale now!! Y’all went crazy w/ the pre-sales, tix are movvvingg, thank you for all the support 🖤 for real, so stoked to sing and party w/ y’all 👻 Tickets: darcimusic.com/

Once again, roll call, which city y’all coming to?",2023-08-03 20:16:00,en,557066e0eabe336c,3,26,7,False,,False,False,"[""https://www.darcimusic.com/""]",[],[],[],"tix for round 1 of our north american shows on sale now!! yall went crazy w the pre-sales, tix are movvvingg, thank you for all the support for real, so stoked to sing and party w yall tickets darcimusic.com once again, roll call, which city yall coming to?",257,48,1,0,0,0,2023-08-03,20,Thursday,36,0.046,0.79,0.164,0.7256,positive,strong
1686441869142798336,"If you signed up for pre-sale and had any issues with the website, they’ve been fixed! 

General on sale starts Thursday 10am local time 

Tickets are already flying, thank y’all, means the world 🖤",2023-08-01 18:20:00,en,557066e0eabe336c,0,9,0,False,,False,False,[],[],[],[],"if you signed up for pre-sale and had any issues with the website, theyve been fixed! general on sale starts thursday 10am local time tickets are already flying, thank yall, means the world",189,33,0,0,0,0,2023-08-01,18,Tuesday,9,0.0,0.92,0.08,0.4199,positive,moderate
1686423282340507648,Just announced! @DarksideDarci will be live in San Francisco this October! Powered by @popscenesf. Tickets go on sale this Friday at 10AM on brickandmortarmusic.com,2023-08-01 17:06:00,en,557066e0eabe336c,0,7,0,False,,True,False,"[""http://www.brickandmortarmusic.com/""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2dgxp4aQAAQ-ev.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",just announced! will be live in san francisco this october! powered by . tickets go on sale this friday at 10am on brickandmortarmusic.com,138,23,1,0,0,1,2023-08-01,17,Tuesday,7,0.0,1.0,0.0,0.0,neutral,neutral
1686376234731651072,"presale happening now through tomorrow night! ⚡

@DarksideDarci on Oct. 12th at @masquerade_atl 🦇

pw: CODERED
🎫 bit.ly/44LiOYV",2023-08-01 14:00:00,en,557066e0eabe336c,0,9,0,False,,True,False,"[""http://bit.ly/44LiOYV""]",[],[],[],presale happening now through tomorrow night! on oct. 12th at pw codered bit.ly44lioyv,86,13,1,0,0,0,2023-08-01,14,Tuesday,9,0.0,1.0,0.0,0.0,neutral,neutral
1686084019509993472,"Tour!!! Here’s round 1 of our North American shows this fall 👻 Can’t wait to sing and party w/ y’all 🖤pre-sale starts tomorrow, you can sign up here: laylo.com/darci/fall23tourpr…

Which shows y’all coming to?",2023-07-31 18:38:00,en,557066e0eabe336c,2,37,6,False,,False,False,"[""https://laylo.com/darci/fall23tourpresale""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2YselvaIAAa4kU.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","tour!!! heres round 1 of our north american shows this fall cant wait to sing and party w yall pre-sale starts tomorrow, you can sign up here laylo.comdarcifall23tourpr... which shows yall coming to?",199,33,1,0,0,1,2023-07-31,18,Monday,45,0.0,0.893,0.107,0.5538,positive,moderate
1686074336174620679,"📣 @ZMPresents presents...
❌ @DarksideDarci
📆 10/12 in Purgatory
🎫 ON SALE THURS 8/3 @ 10 AM
🔗 bit.ly/darci-10-12",2023-07-31 18:00:00,en,557066e0eabe336c,0,2,0,False,,True,False,"[""http://bit.ly/darci-10-12""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2Yg5p7XQAc8NAd.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",presents... 1012 in purgatory on sale thurs 83 10 am bit.lydarci-10-12,70,11,1,0,0,1,2023-07-31,18,Monday,2,0.0,1.0,0.0,0.0,neutral,neutral
1686064086927228936,"🚨 Just Announced 🚨 @TimbreConcerts presents @DarksideDarci with guests on November 11th!
Tickets + more info: buff.ly/3OAvtaz",2023-07-31 17:19:00,en,557066e0eabe336c,0,4,0,False,,True,False,"[""https://buff.ly/3OAvtaz""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2YaWZhXUAAiXfJ.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",just announced presents with guests on november 11th! tickets more info buff.ly3oavtaz,86,12,1,0,0,1,2023-07-31,17,Monday,4,0.0,1.0,0.0,0.0,neutral,neutral
1686060095031984148,"JUST ANNOUNCED: He has received critical acclaim from Complex and Ones To Watch for his unique blend of R&B, hip-hop, dance, and indie pop. On Fri Dec 1st, catch @DarksideDarci when he comes to Velvet! 
Presale: Tue Aug 1st | code: HIGHSPEEDS
RSVP: livemu.sc/47dlm3D",2023-07-31 17:03:00,en,557066e0eabe336c,0,1,0,False,,True,False,"[""https://livemu.sc/47dlm3D""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2YWuGPXwAsWMcc.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","just announced he has received critical acclaim from complex and ones to watch for his unique blend of rb, hip-hop, dance, and indie pop. on fri dec 1st, catch when he comes to velvet! presale tue aug 1st code highspeeds rsvp livemu.sc47dlm3d",242,42,1,0,0,1,2023-07-31,17,Monday,1,0.059,0.941,0.0,-0.3802,negative,moderate
1686060095124258817,"JUST ANNOUNCED: He has received critical acclaim from Complex and Ones To Watch for his unique blend of R&B, hip-hop, dance, and indie pop. On Fri Dec 1st, catch @DarksideDarci when he comes to Velvet! 
Presale: Tue Aug 1st | code: HIGHSPEEDS
RSVP: livemu.sc/457YL6N",2023-07-31 17:03:00,en,557066e0eabe336c,0,1,0,False,,True,False,"[""https://livemu.sc/457YL6N""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2YWuFwXwAUrg-d.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","just announced he has received critical acclaim from complex and ones to watch for his unique blend of rb, hip-hop, dance, and indie pop. on fri dec 1st, catch when he comes to velvet! presale tue aug 1st code highspeeds rsvp livemu.sc457yl6n",242,42,1,0,0,1,2023-07-31,17,Monday,1,0.059,0.941,0.0,-0.3802,negative,moderate
1686059145701605383,"JUST ANNOUNCED 😨

@DarksideDarci | ESCAPE CYCLE LIVE on Oct 12th at @masquerade_atl 🦇

presale from tomorrow 10am - wed 10pm
on sale starts thurs at 10am",2023-07-31 17:00:00,en,557066e0eabe336c,0,7,0,False,,True,False,[],[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2QYL6ZWEAA1wKa.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",just announced escape cycle live on oct 12th at presale from tomorrow 10am - wed 10pm on sale starts thurs at 10am,114,22,0,0,0,1,2023-07-31,17,Monday,7,0.0,0.922,0.078,0.1779,positive,weak
